period,load_zone,Battery,Biomass,Biomass_new,Coal,Coal_new,Diesel,Diesel_new,Gas,Gas_new,Geothermal,Geothermal_new,Hydro,Hydro_new,Nuclear,Nuclear_new,Solar,Solar_new,Wind,Wind_new,scs
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,Trade Vestas V90 2000 Single-Axis
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,Trade Vestas V90 2000 Single-Axis
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,Trade Vestas V90 2000 Single-Axis
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trade Vestas V90 2000 Single-Axis
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,Trade Vestas V90 2000 Single-Axis
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,0.6608394811810292,1.609,0.0,Trade Vestas V90 2000 Single-Axis
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,8.63687074016807,0.0,0.0,104.603,11.35,1.99,0.0,2.074,9.0458,1.487,15.975021170674534,Trade Vestas V90 2000 Single-Axis
2025,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.275,0.0,0.0,3.258,2.342886904055439,2.507,0.0,Trade Vestas V90 2000 Single-Axis
2025,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trade Vestas V90 2000 Single-Axis
2025,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,Trade Vestas V90 2000 Single-Axis
2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,5.089910608246093,1.609,1.3577452087162036,Trade Vestas V90 2000 Single-Axis
2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,9.076174951707209,0.0,0.0,104.603,12.331,1.99,0.0,2.074,36.62487750949521,1.487,25.089,Trade Vestas V90 2000 Single-Axis
2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.513846897203204,0.04,0.0,6.949,0.275,0.0,0.0,3.258,2.3917527127174703,2.507,0.0,Trade Vestas V90 2000 Single-Axis
2030,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trade Vestas V90 2000 Single-Axis
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.5899302899710651,1.514,0.0,Trade Vestas V90 2000 Single-Axis
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,8.749110701995814,0.0,0.0,11.31,1.171,1.755,0.0,0.439,5.089910608246093,1.609,1.3577452087162036,Trade Vestas V90 2000 Single-Axis
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,22.10684033058392,0.0,0.0,104.603,25.107,1.99,0.0,2.074,41.4782775094952,1.487,27.717004845487246,Trade Vestas V90 2000 Single-Axis
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,6.807334842529437,0.04,0.0,6.949,0.575,0.0,0.0,3.258,2.3917527127174703,2.507,0.0,Trade Vestas V90 2000 Single-Axis
2035,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trade Vestas V90 2000 Single-Axis
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.6739144055126072,1.514,0.5002829449229957,Trade Vestas V90 2000 Single-Axis
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,17.240836269893755,0.0,0.0,11.31,2.058,1.755,0.0,0.439,5.089910608246093,1.609,1.3577452087162036,Trade Vestas V90 2000 Single-Axis
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,33.36462467162091,0.0,0.0,104.603,45.751,1.99,0.0,2.074,56.544548646003285,1.487,30.162,Trade Vestas V90 2000 Single-Axis
2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.9534103269053,0.04,0.0,6.949,0.575,0.0,0.0,3.258,2.3917527127174703,2.507,0.0,Trade Vestas V90 2000 Single-Axis
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trade Vestas V90 2000 Single-Axis
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.9465638063655923,1.514,1.756684643923385,Trade Vestas V90 2000 Single-Axis
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,42.35262065317578,0.0,0.0,11.31,2.11,1.755,0.0,0.439,5.089910608246093,1.609,1.3577452087162036,Trade Vestas V90 2000 Single-Axis
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,44.71194504202718,0.0,0.0,104.603,50.585,1.99,0.0,2.074,82.94358839053135,1.487,40.23,Trade Vestas V90 2000 Single-Axis
2045,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,14.171045590651701,0.04,0.0,6.949,0.575,0.0,0.0,3.258,2.39175271271747,2.507,0.0,Trade Vestas V90 2000 Single-Axis
2045,Paraguay,0.5343586994934411,0.022,0.0,0.0,0.0,0.025,0.11618105174065779,0.0,1.7199916301510756,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.8617687435905907,0.0,0.0,Trade Vestas V90 2000 Single-Axis
2045,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.1578397864252032,1.514,3.2505134533642566,Trade Vestas V90 2000 Single-Axis
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,50.04394665759126,0.0,0.0,11.236,2.11,1.755,0.0,0.0,5.089910608246093,0.0,8.991,Trade Vestas V90 2000 Single-Axis
2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,68.31218102855892,0.0,0.0,104.603,50.635,1.99,0.0,0.0,115.5618,0.0,80.235,Trade Vestas V90 2000 Single-Axis
2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,34.58,0.04,0.0,6.949,0.575,0.0,0.0,0.0,6.566879393697939,0.0,0.0,Trade Vestas V90 2000 Single-Axis
2050,Paraguay,3.5519502023542993,0.022,0.0,0.0,0.0,0.025,0.125,0.0,2.7854300336971445,0.0,0.0,8.81,0.0,0.0,0.0,0.0,3.8726410921516163,0.0,1.8809891765592095,Trade Vestas V90 2000 Single-Axis
2050,Uruguay,0.04428336755796367,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.0,3.1726100433480378,0.0,6.634680505363126,Trade Vestas V90 2000 Single-Axis
